B,s
0.15262121447813695,1.0910725686789953
0.15514954539285486,1.0994421269068049
0.15770657203379138,1.1078290117493208
0.16029294124788182,1.1162353682190624
0.16290932639070155,1.1246632088736568
0.16555642525867098,1.1331144210418305
0.16823495848433626,1.1415907735694222
0.17094566830706323,1.1500939230702776
0.17368931764988144,1.1586254196864152
0.17646668944771976,1.1671867123748827
0.1792785861830882,1.1757791537451325
0.1821258295941793,1.1844040044754651
0.1850092605272369,1.1930624373389147
0.18792973891020123,1.2017555408684935
0.19088814382918542,1.2104843226918016
0.19388537369265657,1.2192497125634274
0.19692234647079357,1.2280525651215448
0.2,1.2368936623942446
0.20311929268015586,1.2457737170309855
0.20628120288154064,1.2546933715131654
0.20948673039774987,1.2636532029044507
0.21273689660567013,1.2726537236066646
