t,Omega,commanded,field,spiking
196.66,-0.06770757166805424,5.787619341892785,5.803304453936783,5.761181883048313
196.68,-0.06936544818808249,5.786248611694223,5.801964781689204,5.760111681017839
196.70000000000002,-0.06985322505723905,5.784856424961769,5.8006273473631325,5.760554127355838
196.72,-0.07175883381258592,5.783440304373072,5.799291446226112,5.762640875444478
196.74,-0.07225489175315578,5.782000167117414,5.797956050733872,5.7629218096968815
196.76,-0.07230152448567331,5.780554602955027,5.7966206408254575,5.762841804633827
196.78,-0.07409567138577106,5.779090630996311,5.795284855649649,5.7626377596872915
196.8,-0.07596586956186815,5.777590015586834,5.793947633497542,5.7621881906613845
196.82,-0.07205799538117635,5.776109776937405,5.792608322878245,5.761082937420855
196.84,-0.07162517846055792,5.774672945198987,5.791268360078819,5.759584976949626
196.86,-0.07484068874616089,5.773208286526919,5.789927910380755,5.758141953130957
196.88,-0.07529110398963698,5.771706968599562,5.7885855107225535,5.7562426614802975
196.9,-0.07319325891257959,5.770222124970539,5.787240776354104,5.756610477408697
196.92000000000002,-0.07576017411063503,5.768732590640306,5.785894207928783,5.7550970367975856
196.94,-0.07755464992817583,5.76719944239992,5.784544668826105,5.7539319720863356
196.96,-0.07848631454870632,5.765639032755151,5.783190962062795,5.753969852352541
196.98000000000002,-0.07776078554632092,5.7640765617542,5.781832531714528,5.753125214595674
197.0,-0.07882882864856557,5.762510665612252,5.780469435716695,5.752219513719518
197.02,-0.0778070472058526,5.760944306853707,5.779101369148615,5.750992178331409
197.04,-0.0800450358215838,5.759365786023435,5.777728384362071,5.7514293737503275
197.06,-0.08097093821673447,5.757755626283051,5.77634951008976,5.750805514303868
197.08,-0.07885283828658483,5.756157388518017,5.774964326239044,5.751037374716515
197.1,-0.08160647854392256,5.7545527953497135,5.773573335812223,5.749372006185495
197.12,-0.0797680640095746,5.752939049924178,5.772175779038708,5.748874950412515
197.14000000000001,-0.08315619072848383,5.7513098073767965,5.770771788131189,5.749349499955955
197.16,-0.0818993986153631,5.74965925148336,5.769360255927142,5.749014403382701
197.18,-0.08485112708750632,5.74799174622633,5.767941065093809,5.748083864067994
197.20000000000002,-0.08546856259775772,5.746288549329477,5.76651305464585,5.747751210236644
197.22,-0.08878526318892205,5.744546011071612,5.765075340203475,5.746626662722702
197.24,-0.08704919848087857,5.7427876664549125,5.763626690353614,5.745419313662091
197.26,-0.08977171868026448,5.741019457283302,5.7621672815626255,5.744172968960165
197.28,-0.08656466385820233,5.739256093457917,5.7606965653681605,5.741077861690376
197.3,-0.08703850384357649,5.737520061780899,5.75921566352685,5.740869958021983
197.32,-0.08289487425787642,5.735820727999886,5.757725246554076,5.739368417854835
197.34,-0.0837202847167724,5.7341545764101385,5.7562270279239875,5.736873265595711
197.36,-0.08383580320279209,5.732479015530942,5.754721158178886,5.7362147993935695
197.38,-0.07835175638812382,5.7308571399350345,5.753208163829182,5.736104906876338
197.4,-0.07528370059472878,5.729320785365205,5.751690771705475,5.73245253935437
197.42000000000002,-0.07616818855533683,5.727806266473704,5.750170826941325,5.730320872001543
197.44,-0.07626688933938183,5.7262819156947575,5.7486483030313416,5.728881999055726
197.46,-0.07349899898744032,5.724784256811488,5.747123398277182,5.7277400192759105
197.48000000000002,-0.0757091678617071,5.723292175142996,5.745597084634625,5.72692685173202
197.5,-0.075930407343287,5.721775779390947,5.7440687240281,5.725179267523758
197.52,-0.07252251829163882,5.720291250134597,5.742538394264544,5.721650188352814
197.54,-0.06969366769409846,5.718869088274741,5.7410078694885005,5.72079997927973
197.56,-0.07099207420627932,5.717462230855737,5.7394786050962905,5.719289243347444
197.58,-0.07115186486809197,5.716040791464992,5.73795034577809,5.717752494375609
197.6,-0.06808344752158331,5.714648438341096,5.736423232179662,5.715457514000399
197.62,-0.06532706577249443,5.713314333208155,5.734898866834469,5.713274756376594
197.64000000000001,-0.059990715089593985,5.7120611553995335,5.733379320902611,5.709952973608215
197.66,-0.05442270724444469,5.710917021176194,5.731867732891302,5.707339614086387
197.68,-0.05605224921231287,5.709812271611626,5.730366810366111,5.705847421753043
197.70000000000002,-0.0553697439538192,5.708698051679964,5.728876437117248,5.703107177561736
197.72,-0.059516943469490914,5.707549184805733,5.727396201325025,5.698332243506051
197.74,-0.06269428607666863,5.706327072510271,5.725923987008562,5.6940832842917795
197.76,-0.06269197893651111,5.7050732098601395,5.72445793975409,5.6897210315547975
197.78,-0.059355390708427366,5.7038527361636895,5.722998036751241,5.687033029700761
197.8,-0.05409686250406042,5.702718213631564,5.721546216058813,5.685141351972775
197.82,-0.04936506168133832,5.701683594389711,5.720105508209571,5.682081208402551
197.84,-0.048039137308622915,5.700709552399811,5.718678523750396,5.679176536691341
197.86,-0.047333148404348976,5.6997558295426805,5.717266268898847,5.675154486858756
197.88,-0.04765604041600473,5.698805937654478,5.715868999368606,5.671714072673104
197.9,-0.049895354716013855,5.697830423703157,5.714486255267081,5.667699372096508
197.92000000000002,-0.04571796416127548,5.696874290514383,5.7131173370003125,5.665223321481954
197.94,-0.04679590591822967,5.695949151813589,5.711763515103506,5.66338725483232
197.96,-0.04748368568265763,5.695006355897579,5.71042452674347,5.661024250700792
197.98000000000002,-0.046723495555750935,5.6940642840851945,5.709099869737367,5.65877227414146
198.0,-0.04696381564118299,5.693127410973226,5.707789593242454,5.656699146383667
198.02,-0.046640940541653034,5.692191363411397,5.7064935285116265,5.654400096734299
198.04,-0.04767835945203215,5.691248170411461,5.705211491723999,5.651742663891377
198.06,-0.04617866637384229,5.690309600153202,5.70394304722707,5.64886586084958
198.08,-0.04473161199364563,5.689400497369527,5.702688688729595,5.646036972306933
198.1,-0.047648277390566526,5.688476698475686,5.7014486801086806,5.644110509111578
198.12,-0.046992408956398085,5.687530291612216,5.700221794922497,5.640124248099508
198.14000000000001,-0.04779746096191725,5.686582392913032,5.6990077164563075,5.635839400520738
198.16,-0.04347586542994312,5.685669659649115,5.697806430439831,5.632705914063812
198.18,-0.0410745049422956,5.684824155945392,5.696619739425632,5.630798648875332
198.20000000000002,-0.043423409940256105,5.683979176796566,5.695448639870502,5.629266955545053
198.22,-0.043942180751937045,5.683105520889645,5.694292080535078,5.6250555804193185
198.24,-0.04463802585698885,5.682219718823555,5.693149271650956,5.623582352738766
198.26,-0.043867684600238384,5.681334661718984,5.692019701549087,5.624155009670168
198.28,-0.044154236767787285,5.680454442505304,5.690903350925991,5.621747879343865
198.3,-0.04332304678286623,5.679579669669796,5.689800019939213,5.619172217840428
198.32,-0.04499681742766924,5.678696471027692,5.688709601545364,5.615247390685943
198.34,-0.04643191015299127,5.6777821837518845,5.687631062118289,5.614247526858407
198.36,-0.046678779453067046,5.676851076855823,5.686563336679786,5.612841278882361
198.38,-0.04806682044440502,5.675903620856849,5.685505776342993,5.610891621453189
198.4,-0.0479000556480731,5.674943952095924,5.68445754094722,5.610120748482211
198.42000000000002,-0.048611667916034794,5.673978834860282,5.683418242153464,5.609718901281762
198.44,-0.048690281457362795,5.673005815366549,5.682387350365488,5.607161115731617
198.46,-0.04722020477987007,5.672046710504176,5.681364679325293,5.60598635584948
198.48000000000002,-0.04470392988721408,5.671127469157505,5.680350878969345,5.605823767366105
198.5,-0.042784823467844756,5.670252581623956,5.6793471340124775,5.602354769907808
198.52,-0.04415252540372974,5.6693832081352395,5.678354117955446,5.601102733915437
198.54,-0.041738209346026456,5.668524300787743,5.677371433688633,5.601078737468002
198.56,-0.04028193106137681,5.667704099383668,5.676399843024987,5.6005638115665635
198.58,-0.040761380816166225,5.666893666264892,5.675439882005986,5.600667767576202
198.6,-0.041626699210590784,5.666069785464625,5.674491109533267,5.600984860069523
198.62,-0.03949481892019878,5.665258570283317,5.67355303528593,5.600721692370475
198.64000000000001,-0.04176896456558052,5.664445932448459,5.672625934944378,5.600168988920045
198.66,-0.04485094438843487,5.663579733358919,5.671708433579463,5.599528409361731
198.68,-0.03972534066452978,5.662733970508389,5.670799232323606,5.598611250388497
198.70000000000002,-0.03638220483288109,5.661972895053414,5.669900261213577,5.5976055777484115
198.72,-0.03257197926297035,5.661283353212456,5.669013587633485,5.597645573141741
198.74,-0.029143601126342317,5.660666197408562,5.668141221041132,5.598949503053954
198.76,-0.027698146717923634,5.66009777993012,5.667284819583966,5.598884503574049
198.78,-0.028412154528451927,5.659536676917656,5.666444903084464,5.597161613305752
198.8,-0.027005093528896462,5.658982504437082,5.665621077200797,5.596429750314349
198.82,-0.02469769852215504,5.6584654765165725,5.664813716717749,5.596951979081518
198.84,-0.027991061372453527,5.657938588917626,5.664023197907194,5.5973171162642865
198.86,-0.026455551975795875,5.657394122784144,5.663248114600458,5.598016216667673
198.88,-0.022433139687946475,5.656905235867507,5.662488798031411,5.59863709011987
198.9,-0.025156486293621945,5.656429339607691,5.66174642236114,5.599843311816925
198.92000000000002,-0.024729914442534466,5.655930475600329,5.661019872469733,5.599266163132698
198.94,-0.02322546199181203,5.655450921835985,5.660308780988023,5.599401215288229
198.96,-0.023626670860349957,5.654982400507463,5.65961337005584,5.599827508000847
198.98000000000002,-0.022914310534198,5.6545169906935175,5.658933277102287,5.598881405041129
199.0,-0.02624600874491654,5.6540253875007265,5.6582679796622415,5.598296226220275
199.02,-0.02404595080045148,5.6535224679052725,5.657615944190347,5.597072416818738
199.04,-0.019022724847836216,5.65309178114879,5.656977877742923,5.5964369114968635
199.06,-0.023006991140031796,5.652671483988911,5.656355303885356,5.5960177720085005
199.08,-0.02241501823094195,5.652217263895201,5.6557466791546425,5.595369458882204
199.1,-0.023847037329200585,5.6517546433396,5.655151250057211,5.593377118323551
199.12,-0.0233311129513422,5.651282861836794,5.654568100551891,5.5930314476144725
199.14000000000001,-0.019140291517411718,5.650858147792106,5.653997328971647,5.592335162911392
199.16,-0.0194023982661196,5.650472720894271,5.65344032629024,5.592418459723686
